chr	insertion_site	norm_reads_5'	norm_reads_3'	QIseq_Run	Sample_pool_ID
chr13	2032048	3.08	0	Run_1	P42-10
chr12	1121936	0.38	0.42	Run_1	P42-10
chr5	816115	0.38	0.42	Run_1	P42-10
chr6	114581	1.54	2.54	Run_1	P42-10
chr10	1642121	2.69	0	Run_1	P42-10
chr12	24805	0.77	2.54	Run_1	P42-10
chr9	811977	0.38	0.42	Run_1	P42-10
chr10	1200377	0.38	2.12	Run_1	P42-10
chr3	529295	0.38	0.42	Run_1	P42-10
chr12	667298	0.38	0.42	Run_1	P42-10
chr9	1089156	0.77	0.42	Run_1	P42-10
chr10	1011498	0.38	0.42	Run_1	P42-10
chr3	780090	0.38	0.42	Run_1	P42-10
chr14	1655280	41.92	45.72	Run_1	P42-10
chr7	653781	13.46	11.85	Run_1	P42-10
chr14	779307	0.38	0.85	Run_1	P42-10
chr13	128624	8.08	44.87	Run_1	P42-10
chr12	1980450	1.15	0.42	Run_1	P42-10
chr13	1927274	3.46	0.42	Run_1	P42-10
chr11	1619281	0.38	0.42	Run_1	P42-10
chr14	800991	18.85	24.55	Run_1	P42-10
chr6	841186	60.77	71.12	Run_1	P42-10
chr14	490950	0.38	1.69	Run_1	P42-10
chr6	269349	3.46	0.85	Run_1	P42-10
chr4	826059	0.77	0.42	Run_1	P42-10
chr8	1435520	1.92	5.93	Run_1	P42-10
chr6	1374528	2.69	4.23	Run_1	P42-10
chr9	1495310	5.77	9.31	Run_1	P42-10
chr12	42218	3.46	9.74	Run_1	P42-10
chr8	51217	4.23	8.04	Run_1	P42-10
chr14	1091570	1.54	1.27	Run_1	P42-10
chr14	1846671	0.38	1.27	Run_1	P42-10
chr11	895694	0.38	0.85	Run_1	P42-10
chr2	834038	0	2.96	Run_1	P42-10
chr13	128346	0	22.44	Run_1	P42-10
chr4	379943	0	43.18	Run_1	P42-10
chr1	37390	0	5.5	Run_1	P42-10
chr14	2067269	0	3.39	Run_1	P42-10
chr2	823674	0	2.96	Run_1	P42-10
chr4	379928	0	12.7	Run_1	P42-10
chr6	1256893	0	5.93	Run_1	P42-10
chr13	1790729	0	3.39	Run_1	P42-10
chr4	379913	0	52.07	Run_1	P42-10
chr13	128720	0	19.05	Run_1	P42-10
chr14	1040916	0.38	0.42	Run_1	P42-4
chr12	1971589	10.38	0	Run_1	P42-4
chr13	116355	3.08	0.42	Run_1	P42-4
chr11	1325766	0.38	0.42	Run_1	P42-4
chr4	396566	7.69	2.96	Run_1	P42-4
chr14	54351	3.85	10.58	Run_1	P42-4
chr9	775188	19.23	27.09	Run_1	P42-4
chr10	1348081	30.77	35.14	Run_1	P42-4
chr13	2350901	33.46	85.09	Run_1	P42-4
chr10	986760	3.85	4.23	Run_1	P42-4
chr13	2843078	0.77	1.27	Run_1	P42-4
chr13	2842921	10.77	2.54	Run_1	P42-4
chr2	381989	2.31	2.96	Run_1	P42-4
chr13	1597249	0.77	0.85	Run_1	P42-4
chr3	726133	2.31	0	Run_1	P42-4
chr14	2065293	41.15	48.26	Run_1	P42-4
chr11	125482	0.38	0.85	Run_1	P42-4
chr11	573183	0.38	1.69	Run_1	P42-4
chr13	906055	17.31	1.27	Run_1	P42-4
chr13	2842850	0.38	1.27	Run_1	P42-4
chr2	631886	3.46	12.7	Run_1	P42-4
chr13	2842199	3.08	2.12	Run_1	P42-4
chr9	758379	3.46	5.93	Run_1	P42-4
chr13	2842404	6.92	0.42	Run_1	P42-4
chr13	2842679	2.31	3.39	Run_1	P42-4
chr13	1299933	95.77	36.83	Run_1	P42-4
chr10	564531	0.38	0.85	Run_1	P42-4
chr13	2790608	1.92	1.27	Run_1	P42-4
chr12	1318855	1.54	1.69	Run_1	P42-4
chr13	2163569	2.31	2.12	Run_1	P42-4
chr13	1157648	0.77	1.69	Run_1	P42-4
chr8	1255954	15.77	2.54	Run_1	P42-4
chr9	1466077	0.38	1.27	Run_1	P42-4
chr12	1685441	2.69	17.78	Run_1	P42-4
chr13	2842292	0.38	0.42	Run_1	P42-4
chr9	1395107	0.77	1.27	Run_1	P42-4
chr6	184227	0.38	0.42	Run_1	P42-4
chr14	143677	2.69	0	Run_1	P42-4
chr8	26572	5.38	0	Run_1	P42-4
chr1	470004	0.77	0.42	Run_1	P42-4
chr14	2909066	0.38	0.85	Run_1	P42-4
chr14	1731084	106.54	141.82	Run_1	P42-4
chr11	1394211	0.38	0.42	Run_1	P42-4
chr6	1041554	0.77	1.27	Run_1	P42-4
chr13	2843147	0.77	0.42	Run_1	P42-4
chr7	1324143	28.85	30.48	Run_1	P42-4
chr12	1774086	2.31	0.42	Run_1	P42-4
chr13	420435	21.54	15.24	Run_1	P42-4
chr13	1552857	5.77	0.42	Run_1	P42-4
chr7	1438333	24.23	29.21	Run_1	P42-4
chr13	2842182	0.38	1.69	Run_1	P42-4
chr2	99681	1.92	2.96	Run_1	P42-4
chr11	599396	30	67.73	Run_1	P42-4
chr12	836257	81.15	96.52	Run_1	P42-4
chr3	402384	0.38	0.42	Run_1	P42-4
chr13	2842145	0.38	0.85	Run_1	P42-4
chr10	856122	1.15	0.42	Run_1	P42-4
chr10	1274662	1.15	2.96	Run_1	P42-4
chr6	1061418	11.15	17.36	Run_1	P42-4
chr6	608537	35	1.27	Run_1	P42-4
chr9	167662	1.92	1.27	Run_1	P42-4
chr2	279072	5.38	3.81	Run_1	P42-4
chr7	1419337	0.77	0.42	Run_1	P42-4
chr11	809521	3.85	6.77	Run_1	P42-4
chr10	353893	25.38	23.28	Run_1	P42-4
chr11	935237	15.77	26.25	Run_1	P42-4
chr13	1467484	1.92	23.28	Run_1	P42-4
chr14	2344598	0.38	0.42	Run_1	P42-4
chr8	1374010	2.31	0	Run_1	P42-4
chr7	393386	0.38	0.42	Run_1	P42-4
chr14	2190552	60.77	70.7	Run_1	P42-4
chr13	2127246	6.15	2.12	Run_1	P42-4
chr13	2842487	5	1.27	Run_1	P42-4
chr9	1250541	1.15	1.69	Run_1	P42-4
chr13	2822611	0.38	0.42	Run_1	P42-4
chr7	1235237	2.31	0.42	Run_1	P42-4
chr14	2595094	66.54	107.53	Run_1	P42-4
chr12	563777	0.77	0.42	Run_1	P42-4
chr10	329426	17.69	50.8	Run_1	P42-4
chr12	356310	0.38	0.42	Run_1	P42-4
chr12	2166395	2.31	5.08	Run_1	P42-4
chr11	969252	6.15	6.77	Run_1	P42-4
chr9	126319	1.54	4.23	Run_1	P42-4
chr10	1088153	28.85	41.06	Run_1	P42-4
chr14	930966	0.77	0.85	Run_1	P42-4
chr13	2842234	1.15	9.31	Run_1	P42-4
chr6	1107374	8.85	0.85	Run_1	P42-4
chr14	1996622	0.77	3.39	Run_1	P42-4
chr2	373476	112.69	131.66	Run_1	P42-4
chr13	271629	0.77	1.27	Run_1	P42-4
chr12	2158368	0.38	0.42	Run_1	P42-4
chr13	600817	2.31	2.12	Run_1	P42-4
chr13	2204797	216.93	25.4	Run_1	P42-4
chr13	2842785	1.54	1.27	Run_1	P42-4
chr13	1328392	1.15	0.42	Run_1	P42-4
chr12	255421	261.54	13.55	Run_1	P42-4
chr1	339922	1.15	3.81	Run_1	P42-4
chr13	2842368	1.15	2.96	Run_1	P42-4
chr13	2843211	0.38	1.69	Run_1	P42-4
chr13	2789881	36.15	23.28	Run_1	P42-4
chr14	2374791	11.92	12.28	Run_1	P42-4
chr6	114581	0.77	1.69	Run_1	P42-4
chr14	2748632	3.46	3.39	Run_1	P42-4
chr14	593913	0.77	0.42	Run_1	P42-4
chr13	2064732	0.38	0.42	Run_1	P42-4
chr13	2384598	0.38	0.42	Run_1	P42-4
chr6	841186	10	9.31	Run_1	P42-4
chr7	1090770	201.16	236.22	Run_1	P42-4
chr14	3050411	18.08	26.25	Run_1	P42-4
chr6	77746	16.54	0	Run_1	P42-4
chr13	2128146	15	3.39	Run_1	P42-4
chr10	654515	13.46	12.28	Run_1	P42-4
chr10	448746	1.54	0.42	Run_1	P42-4
chr10	1459835	2.31	0.42	Run_1	P42-4
chr13	2691225	48.46	43.18	Run_1	P42-4
chr14	3172608	11.15	19.47	Run_1	P42-4
chr6	77747	0	8.04	Run_1	P42-4
chr13	2843094	0	2.96	Run_1	P42-4
chr1	52883	0	26.67	Run_1	P42-4
chr14	2186846	0	2.96	Run_1	P42-4
chr11	1276598	73.85	33.44	Run_1	P42-7
chr13	1450945	3.46	1.69	Run_1	P42-7
chr5	435809	6.54	12.7	Run_1	P42-7
chr5	134355	2.69	0	Run_1	P42-7
chr11	1606565	6.92	9.74	Run_1	P42-7
chr3	473699	56.15	0.85	Run_1	P42-7
chr6	512241	6.15	2.12	Run_1	P42-7
chr12	1859460	82.31	106.68	Run_1	P42-7
chr3	800019	124.23	124.04	Run_1	P42-7
chr12	593673	5.77	4.66	Run_1	P42-7
chr12	695504	0.38	0.42	Run_1	P42-7
chr2	152623	5	6.77	Run_1	P42-7
chr12	1571999	35.77	18.2	Run_1	P42-7
chr1	490045	3.46	2.12	Run_1	P42-7
chr6	1195731	0.38	0.42	Run_1	P42-7
chr13	2843078	0.38	0.85	Run_1	P42-7
chr13	2842921	1.92	0.42	Run_1	P42-7
chr5	267715	1.15	0.42	Run_1	P42-7
chr9	1355775	27.69	9.74	Run_1	P42-7
chr1	218033	3.08	2.96	Run_1	P42-7
chr13	2842346	1.15	1.69	Run_1	P42-7
chr13	2842487	0.38	1.69	Run_1	P42-7
chr9	1036747	3.46	2.54	Run_1	P42-7
chr13	2705142	0.38	0.85	Run_1	P42-7
chr9	132535	14.23	5.5	Run_1	P42-7
chr10	54859	0.38	0.85	Run_1	P42-7
chr14	2545699	9.62	19.9	Run_1	P42-7
chr12	191188	75	1.27	Run_1	P42-7
chr13	2842850	0.38	0.42	Run_1	P42-7
chr12	1740100	73.85	88.48	Run_1	P42-7
chr6	1217002	2.31	5.93	Run_1	P42-7
chr13	2842199	1.54	0.42	Run_1	P42-7
chr13	1483847	28.46	41.91	Run_1	P42-7
chr12	356310	0.77	0.42	Run_1	P42-7
chr6	1219902	1.54	1.69	Run_1	P42-7
chr12	1505590	89.62	46.14	Run_1	P42-7
chr13	2842679	1.92	1.27	Run_1	P42-7
chr13	2842234	0.77	0.42	Run_1	P42-7
chr12	1686068	113.08	122.34	Run_1	P42-7
chr7	112604	28.46	48.68	Run_1	P42-7
chr14	1818178	0.77	0.42	Run_1	P42-7
chr11	1289416	93.08	82.13	Run_1	P42-7
chr12	1093613	172.69	109.22	Run_1	P42-7
chr7	437229	25	58.84	Run_1	P42-7
chr11	412558	0.38	0.85	Run_1	P42-7
chr13	2842785	1.15	1.69	Run_1	P42-7
chr2	152503	0.38	0.42	Run_1	P42-7
chr2	16456	9.62	5.93	Run_1	P42-7
chr10	1034348	0.38	0.42	Run_1	P42-7
chr14	2508014	5.77	2.54	Run_1	P42-7
chr7	166630	41.15	15.24	Run_1	P42-7
chr13	2843147	0.77	0.42	Run_1	P42-7
chr9	313534	0.77	0.42	Run_1	P42-7
chr9	988872	0.77	1.69	Run_1	P42-7
chr13	1215501	0.77	0.85	Run_1	P42-7
chr5	451294	1.15	0.85	Run_1	P42-7
chr13	2842368	0.38	1.27	Run_1	P42-7
chr5	1026318	64.23	12.7	Run_1	P42-7
chr8	297785	73.46	60.11	Run_1	P42-7
chr10	739116	180.39	239.18	Run_1	P42-7
chr14	309949	5.77	25.82	Run_1	P42-7
chr14	2454161	51.15	50.38	Run_1	P42-7
chr1	241861	0.38	0.85	Run_1	P42-7
chr14	1275624	7.31	0	Run_1	P42-7
chr8	1373793	0.38	0.42	Run_1	P42-7
chr14	1654339	0.38	0.85	Run_1	P42-7
chr7	688622	6.92	7.2	Run_1	P42-7
chr10	739082	11.92	0	Run_1	P42-7
chr6	883200	6.92	5.08	Run_1	P42-7
chr5	77667	1.92	44.45	Run_1	P42-7
chr13	191418	0.38	0.42	Run_1	P42-7
chr13	2842182	0.38	0.42	Run_1	P42-7
chr8	624687	3.46	14.39	Run_1	P42-7
chr14	1714831	37.31	8.47	Run_1	P42-7
chr7	1415975	4.62	7.62	Run_1	P42-7
chr13	2834167	176.54	146.47	Run_1	P42-7
chr6	841186	1.54	2.54	Run_1	P42-7
chr10	263593	6.54	18.63	Run_1	P42-7
chr13	526698	15.77	12.28	Run_1	P42-7
chr14	3081529	0.38	1.69	Run_1	P42-7
chr14	1350063	5.38	0	Run_1	P42-7
chr13	114896	0.38	0.85	Run_1	P42-7
chr13	2842476	0.38	0.42	Run_1	P42-7
chr13	2674790	69.23	11.85	Run_1	P42-7
chr14	2844217	72.31	8.04	Run_1	P42-7
chr13	2842749	1.15	0.42	Run_1	P42-7
chr13	2578113	0.38	0.85	Run_1	P42-7
chr5	1305160	0	17.78	Run_1	P42-7
chr14	1275625	0	60.96	Run_1	P42-7
chr7	378450	0.38	0.42	Run_1	P43-1
chr2	381050	1.15	0.42	Run_1	P43-1
chr11	1734353	1.54	5.5	Run_1	P43-1
chr9	712448	16.15	0	Run_1	P43-1
chr14	1979153	9.62	0	Run_1	P43-1
chr14	2099249	0.38	0.42	Run_1	P43-1
chr6	589159	0.38	0.42	Run_1	P43-1
chr4	1123377	7.31	20.32	Run_1	P43-1
chr13	1807975	75	82.13	Run_1	P43-1
chr11	594554	1.15	0.42	Run_1	P43-1
chr5	1223297	1.15	0.42	Run_1	P43-1
chr13	2141671	95.77	106.26	Run_1	P43-1
chr13	2842773	0.38	0.42	Run_1	P43-1
chr14	2996517	0.38	2.54	Run_1	P43-1
chr12	1289795	31.54	37.25	Run_1	P43-1
chr11	1726326	0.38	0.42	Run_1	P43-1
chr8	565207	0.38	0.42	Run_1	P43-1
chr13	1575487	0.38	0.42	Run_1	P43-1
chr13	2350242	150.77	150.7	Run_1	P43-1
chr8	772165	0.38	46.57	Run_1	P43-1
chr13	1005391	0.38	0.42	Run_1	P43-1
chr13	2842127	1.15	1.27	Run_1	P43-1
chr3	445842	0.38	0.42	Run_1	P43-1
chr13	2842311	3.08	0	Run_1	P43-1
chr2	200149	0.38	0.85	Run_1	P43-1
chr12	65583	0.38	0.42	Run_1	P43-1
chr2	685645	0.38	0.42	Run_1	P43-1
chr8	1374010	0.38	0.42	Run_1	P43-1
chr6	347804	71.92	145.2	Run_1	P43-1
chr12	80441	150.77	99.06	Run_1	P43-1
chr13	2842065	0.38	1.69	Run_1	P43-1
chr5	1296627	0.38	0.42	Run_1	P43-1
chr7	1247083	0.38	0.42	Run_1	P43-1
chr13	2842921	2.69	3.81	Run_1	P43-1
chr14	1263012	10.38	5.93	Run_1	P43-1
chr7	853770	106.16	65.19	Run_1	P43-1
chr9	358518	0.38	2.54	Run_1	P43-1
chr11	1944043	3.08	2.54	Run_1	P43-1
chr8	1369477	2.31	3.81	Run_1	P43-1
chr13	2842728	1.15	0.42	Run_1	P43-1
chr11	223152	57.69	35.56	Run_1	P43-1
chr7	876303	8.85	0	Run_1	P43-1
chr12	236855	6.15	8.47	Run_1	P43-1
chr13	1448154	0.77	4.23	Run_1	P43-1
chr2	84301	7.69	0.42	Run_1	P43-1
chr3	532635	5	18.63	Run_1	P43-1
chr13	1838391	5.77	6.77	Run_1	P43-1
chr13	2842487	3.08	3.39	Run_1	P43-1
chr12	239517	0.38	0.42	Run_1	P43-1
chr8	301167	5	12.7	Run_1	P43-1
chr14	54023	0.38	0.42	Run_1	P43-1
chr8	1350317	1.54	5.08	Run_1	P43-1
chr5	357817	3.08	0	Run_1	P43-1
chr11	991580	0.38	3.81	Run_1	P43-1
chr3	364949	6.54	7.62	Run_1	P43-1
chr13	2842850	1.15	2.12	Run_1	P43-1
chr12	1768863	59.23	86.36	Run_1	P43-1
chr12	574483	0.38	0.85	Run_1	P43-1
chr13	1212884	34.62	1.27	Run_1	P43-1
chr5	484735	5.38	2.12	Run_1	P43-1
chr10	1286014	0.77	0.85	Run_1	P43-1
chr8	1376097	0.77	0.42	Run_1	P43-1
chr14	775184	0.38	0.42	Run_1	P43-1
chr13	2842199	3.85	4.66	Run_1	P43-1
chr9	986455	81.54	63.08	Run_1	P43-1
chr11	1086232	76.92	120.23	Run_1	P43-1
chr1	215878	6.54	3.81	Run_1	P43-1
chr3	698040	1.54	0.42	Run_1	P43-1
chr12	356310	0.38	0.42	Run_1	P43-1
chr2	813355	8.46	20.74	Run_1	P43-1
chr9	699679	0.77	0.42	Run_1	P43-1
chr10	1274444	41.92	20.74	Run_1	P43-1
chr7	1272614	0.38	0.42	Run_1	P43-1
chr10	532295	1.92	7.62	Run_1	P43-1
chr14	2175370	0.38	0.42	Run_1	P43-1
chr13	2842404	3.85	1.27	Run_1	P43-1
chr4	1180500	1.54	2.54	Run_1	P43-1
chr13	2842679	3.85	6.35	Run_1	P43-1
chr13	2508465	5.77	0	Run_1	P43-1
chr14	431820	13.46	0	Run_1	P43-1
chr13	2842234	1.92	1.27	Run_1	P43-1
chr10	609310	44.62	55.03	Run_1	P43-1
chr13	1176530	0.38	0.42	Run_1	P43-1
chr7	494517	0.38	0.42	Run_1	P43-1
chr5	955163	0.38	0.42	Run_1	P43-1
chr13	1473285	7.69	26.25	Run_1	P43-1
chr12	2066872	1.92	2.54	Run_1	P43-1
chr8	1374031	0.77	0.85	Run_1	P43-1
chr3	396749	0.38	0.42	Run_1	P43-1
chr8	1276470	1.15	0.42	Run_1	P43-1
chr2	632967	0.38	0.42	Run_1	P43-1
chr3	967232	0.38	0.42	Run_1	P43-1
chr14	317709	1.92	3.39	Run_1	P43-1
chr11	381836	0.38	46.99	Run_1	P43-1
chr14	619949	0.77	0.85	Run_1	P43-1
chr4	34709	0.38	0.42	Run_1	P43-1
chr5	287643	1.15	3.39	Run_1	P43-1
chr14	3246724	0.38	0.42	Run_1	P43-1
chr10	501876	68.08	107.95	Run_1	P43-1
chr10	138347	7.31	33.02	Run_1	P43-1
chr4	174339	72.31	68.58	Run_1	P43-1
chr9	802531	2.31	2.12	Run_1	P43-1
chr2	657482	0.38	0.85	Run_1	P43-1
chr3	210561	19.62	16.93	Run_1	P43-1
chr13	2842292	31.92	1.69	Run_1	P43-1
chr13	271629	0.38	1.69	Run_1	P43-1
chr14	416330	0.38	0.85	Run_1	P43-1
chr11	1211508	1.92	3.81	Run_1	P43-1
chr13	555963	0.38	0.42	Run_1	P43-1
chr9	565855	55	55.88	Run_1	P43-1
chr13	2843094	1.92	4.23	Run_1	P43-1
chr14	2696700	0.77	0.42	Run_1	P43-1
chr3	630303	52.69	96.52	Run_1	P43-1
chr13	2842785	2.69	2.54	Run_1	P43-1
chr13	1397674	29.23	27.94	Run_1	P43-1
chr5	1117637	20.38	18.63	Run_1	P43-1
chr13	1578866	0.38	0.42	Run_1	P43-1
chr7	459413	3.46	13.55	Run_1	P43-1
chr12	876251	4.23	0.42	Run_1	P43-1
chr12	161720	85.77	0	Run_1	P43-1
chr8	271807	0.38	2.12	Run_1	P43-1
chr13	2843147	0.77	3.39	Run_1	P43-1
chr13	2186527	1.54	0.85	Run_1	P43-1
chr3	102922	0.77	0.42	Run_1	P43-1
chr13	2607332	6.15	7.62	Run_1	P43-1
chr3	1016468	11.15	14.39	Run_1	P43-1
chr10	1012150	0.38	0.42	Run_1	P43-1
chr13	647974	0.38	0.85	Run_1	P43-1
chr13	2843347	2.31	0	Run_1	P43-1
chr6	1250651	1.15	0.85	Run_1	P43-1
chr13	2842368	1.92	1.69	Run_1	P43-1
chr14	815112	40.39	33.44	Run_1	P43-1
chr14	2808052	0.38	0.42	Run_1	P43-1
chr3	402338	68.85	95.25	Run_1	P43-1
chr13	555947	231.16	140.97	Run_1	P43-1
chr13	662993	3.08	4.66	Run_1	P43-1
chr7	1005654	5	1.69	Run_1	P43-1
chr13	671538	108.46	120.65	Run_1	P43-1
chr14	781195	51.54	71.54	Run_1	P43-1
chr13	2843211	0.38	0.42	Run_1	P43-1
chr12	573789	0.38	0.42	Run_1	P43-1
chr14	2889354	11.92	94.83	Run_1	P43-1
chr7	287323	1.92	6.77	Run_1	P43-1
chr4	410822	0.77	0.42	Run_1	P43-1
chr11	545881	0.38	0.85	Run_1	P43-1
chr8	311020	0.38	0.42	Run_1	P43-1
chr13	2842502	0.38	1.69	Run_1	P43-1
chr13	2842182	203.46	2.54	Run_1	P43-1
chr11	879695	0.38	0.42	Run_1	P43-1
chr12	89216	0.38	0.85	Run_1	P43-1
chr5	485343	0.77	0.85	Run_1	P43-1
chr5	750529	2.69	4.23	Run_1	P43-1
chr12	747709	0.38	0.42	Run_1	P43-1
chr14	3007469	24.62	2.54	Run_1	P43-1
chr10	470005	119.62	8.47	Run_1	P43-1
chr12	2123304	0.38	0.42	Run_1	P43-1
chr7	107742	100.77	27.52	Run_1	P43-1
chr11	1577980	0.38	0.42	Run_1	P43-1
chr8	1374241	0.38	5.08	Run_1	P43-1
chr5	1223130	3.85	3.39	Run_1	P43-1
chr11	814792	78.08	16.51	Run_1	P43-1
chr6	841186	1.92	2.96	Run_1	P43-1
chr12	2050193	155	193.88	Run_1	P43-1
chr12	1238616	0.77	0.85	Run_1	P43-1
chr13	168679	0.38	0.85	Run_1	P43-1
chr13	1347038	0.38	0.42	Run_1	P43-1
chr13	2071420	0.38	0.42	Run_1	P43-1
chr10	576009	35.77	7.2	Run_1	P43-1
chr4	681211	14.23	0.85	Run_1	P43-1
chr9	1439882	3.08	2.54	Run_1	P43-1
chr13	1782502	41.15	28.79	Run_1	P43-1
chr11	464427	0.38	0.42	Run_1	P43-1
chr10	895888	35.39	77.89	Run_1	P43-1
chr14	3005379	0.38	0.42	Run_1	P43-1
chr13	1431528	2.31	1.69	Run_1	P43-1
chr6	715493	0.38	0.42	Run_1	P43-1
chr11	733450	3.85	3.39	Run_1	P43-1
chr13	2843078	0	2.96	Run_1	P43-1
chr5	790019	0	2.96	Run_1	P43-1
chr7	876305	0	83.4	Run_1	P43-1
chr13	2371773	0	5.93	Run_1	P43-1
chr14	2944421	0	11.43	Run_1	P43-1
chr9	1121520	3.85	2.96	Run_1	P43-10
chr10	997670	2.31	0	Run_1	P43-10
chr13	2842773	0.38	0.42	Run_1	P43-10
chr14	909255	1.54	0.42	Run_1	P43-10
chr4	469642	123.46	104.56	Run_1	P43-10
chr11	1987470	6.54	8.47	Run_1	P43-10
chr13	2842065	2.31	0.42	Run_1	P43-10
chr13	2177812	6.54	6.77	Run_1	P43-10
chr13	2843078	0.77	1.69	Run_1	P43-10
chr14	1866927	6.54	1.27	Run_1	P43-10
chr12	835631	20.38	7.62	Run_1	P43-10
chr10	70484	44.23	1.69	Run_1	P43-10
chr13	2842728	0.38	0.85	Run_1	P43-10
chr13	2842315	0.77	0.85	Run_1	P43-10
chr13	2842346	0.77	0.42	Run_1	P43-10
chr6	811137	0.38	0.42	Run_1	P43-10
chr11	656474	98.46	77.47	Run_1	P43-10
chr11	1017847	16.92	26.25	Run_1	P43-10
chr7	824132	0.77	31.75	Run_1	P43-10
chr9	1167106	0.38	0.42	Run_1	P43-10
chr13	81166	46.15	60.54	Run_1	P43-10
chr13	2334957	0.77	0.42	Run_1	P43-10
chr13	320262	0.38	0.42	Run_1	P43-10
chr4	428101	51.15	49.53	Run_1	P43-10
chr13	2842199	1.92	3.39	Run_1	P43-10
chr6	939523	0.38	0.42	Run_1	P43-10
chr12	568140	24.23	38.1	Run_1	P43-10
chr2	399667	0.38	0.42	Run_1	P43-10
chr8	507932	0.38	0.42	Run_1	P43-10
chr13	2842404	0.77	1.69	Run_1	P43-10
chr8	1368523	104.62	32.17	Run_1	P43-10
chr13	2842679	4.23	2.96	Run_1	P43-10
chr5	1003714	13.85	85.09	Run_1	P43-10
chr8	1374031	0.77	0.42	Run_1	P43-10
chr9	111841	8.46	65.19	Run_1	P43-10
chr13	2444536	21.15	38.1	Run_1	P43-10
chr13	2842292	0.38	2.54	Run_1	P43-10
chr10	98282	0.77	3.39	Run_1	P43-10
chr9	1217526	0.38	0.42	Run_1	P43-10
chr5	623964	12.69	18.63	Run_1	P43-10
chr13	1822638	9.62	26.25	Run_1	P43-10
chr11	1523197	3.46	5.08	Run_1	P43-10
chr8	1434879	7.31	8.89	Run_1	P43-10
chr6	91813	13.08	8.04	Run_1	P43-10
chr8	1373735	0.38	0.42	Run_1	P43-10
chr6	149509	2.31	4.66	Run_1	P43-10
chr12	2240402	2.69	0	Run_1	P43-10
chr5	1087603	0.38	0.42	Run_1	P43-10
chr13	1412976	56.92	12.7	Run_1	P43-10
chr14	1812568	3.46	11.01	Run_1	P43-10
chr13	492241	123.08	56.3	Run_1	P43-10
chr9	1356767	20.77	19.05	Run_1	P43-10
chr5	840531	0.38	0.42	Run_1	P43-10
chr13	2065033	0.38	0.42	Run_1	P43-10
chr12	1773635	92.69	106.26	Run_1	P43-10
chr14	920489	0.38	0.85	Run_1	P43-10
chr3	788510	29.23	15.24	Run_1	P43-10
chr10	1032160	5	2.96	Run_1	P43-10
chr13	2842182	1.15	1.27	Run_1	P43-10
chr14	2334984	0.77	0.85	Run_1	P43-10
chr13	2851748	0.38	0.42	Run_1	P43-10
chr12	1619950	3.46	5.08	Run_1	P43-10
chr8	908822	2.31	0.42	Run_1	P43-10
chr1	416011	2.31	1.27	Run_1	P43-10
chr9	386681	7.31	3.81	Run_1	P43-10
chr13	2665964	6.15	0.42	Run_1	P43-10
chr13	1580128	0.77	0.85	Run_1	P43-10
chr13	2842476	10.77	13.97	Run_1	P43-10
chr9	387179	33.08	25.82	Run_1	P43-10
chr12	511662	0.77	0.42	Run_1	P43-10
chr5	1297079	18.85	14.39	Run_1	P43-10
chr13	2842441	0.77	0.42	Run_1	P43-10
chr12	2181259	1.15	0.42	Run_1	P43-10
chr13	696481	3.85	3.81	Run_1	P43-10
chr6	489763	1.15	5.5	Run_1	P43-10
chr13	2849736	0.38	0.42	Run_1	P43-10
chr5	129358	2.31	0	Run_1	P43-10
chr7	1290220	17.69	29.63	Run_1	P43-10
chr11	824572	1.92	5.93	Run_1	P43-10
chr12	1032712	158.46	5.08	Run_1	P43-10
chr13	2842127	0.38	0.85	Run_1	P43-10
chr6	14132	1.54	1.27	Run_1	P43-10
chr12	769606	0.38	1.69	Run_1	P43-10
chr2	322659	0.38	0.42	Run_1	P43-10
chr13	2842603	0.77	0.85	Run_1	P43-10
chr4	783803	0.38	0.42	Run_1	P43-10
chr8	90053	19.23	1.27	Run_1	P43-10
chr6	162670	69.23	0	Run_1	P43-10
chr11	1832868	5	1.69	Run_1	P43-10
chr5	341029	53.46	3.39	Run_1	P43-10
chr13	76394	0.38	0.42	Run_1	P43-10
chr11	1999501	125	145.2	Run_1	P43-10
chr13	2842487	2.31	1.27	Run_1	P43-10
chr7	1047959	1.92	0.42	Run_1	P43-10
chr11	1585047	24.23	58	Run_1	P43-10
chr10	962785	5.38	9.74	Run_1	P43-10
chr6	269020	15	3.39	Run_1	P43-10
chr2	768430	3.46	5.08	Run_1	P43-10
chr2	247877	0.38	0.42	Run_1	P43-10
chr12	42862	5	0	Run_1	P43-10
chr14	2721359	0.38	0.42	Run_1	P43-10
chr9	968957	0.38	1.27	Run_1	P43-10
chr2	127178	11.15	25.4	Run_1	P43-10
chr4	1050768	21.15	30.06	Run_1	P43-10
chr12	356310	0.38	0.42	Run_1	P43-10
chr9	659912	0.38	1.27	Run_1	P43-10
chr8	629601	0.77	0.42	Run_1	P43-10
chr13	2842234	4.23	1.27	Run_1	P43-10
chr2	85115	8.46	5.5	Run_1	P43-10
chr13	1378734	35.77	21.59	Run_1	P43-10
chr14	1002922	2.31	1.69	Run_1	P43-10
chr10	1331852	0.38	0.42	Run_1	P43-10
chr13	271629	0.77	0.42	Run_1	P43-10
chr11	1779867	14.62	3.39	Run_1	P43-10
chr12	497944	35.77	14.39	Run_1	P43-10
chr13	2843094	0.38	2.54	Run_1	P43-10
chr13	2842785	0.77	1.27	Run_1	P43-10
